gid,row,col,xcoord,ycoord,agri_gc,cmr_max,cmr_mean,cmr_min,cmr_sd,imr_max,imr_mean,imr_min,imr_sd,landarea,petroleum_s,ttime_max,ttime_mean,ttime_min,ttime_sd,urban_gc,water_gc
"99030","138","390","14.75","-21.25","0","8.9","8.9","8.9","0","495","495","495","0","2880.9187",,"991","485.12082","291","146.62248","0","0"
"99031","138","391","15.25","-21.25","0","8.9","8.9","8.9","0","495","495","495","0","2880.9187",,"640","369.1072","235","90.86629","0","0"
"99032","138","392","15.75","-21.25","0.06481481","8.9","8.9","8.9","0","495","495","495","0","2880.9187",,"816","365.14722","180","141.8072","0","0.024691358"
"99033","138","393","16.25","-21.25","1.425926","15.9","9.920833","8.9","2.4705734","495","495","495","0","2880.9187",,"960","391.52805","152","174.01178","0","0.11419753"
"99034","138","394","16.75","-21.25","0.29938272","15.9","15.705555","8.9","1.1503489","495","495","495","0","2880.9187",,"751","326.17612","109","153.56075","0","0"
"99035","138","395","17.25","-21.25","0.1718846","15.9","15.9","15.9","0","495","495","495","0","2880.9187",,"840","405.6839","138","177.85187","0","0.3499079"
"99036","138","396","17.75","-21.25","1.4969136","15.9","15.9","15.9","0","495","495","495","0","2880.9187",,"904","448.11166","174","177.33696","0","0"
"99037","138","397","18.25","-21.25","7.484568","25.7","20.1875","15.9","4.8615685","536","512.9375","495","20.339212","2880.9187",,"1221","660.31586","213","258.29602","0","0"
"99038","138","398","18.75","-21.25","1.4876543","25.7","25.631945","15.9","0.81382614","536","535.7153","495","3.4047825","2880.9187",,"791","416.18527","210","129.15121","0","0"
"99039","138","399","19.25","-21.25","0.8271605","25.7","25.7","25.7","0","536","536","536","0","2880.9187",,"1610","741.64386","292","337.52097","0","0"
"99040","138","400","19.75","-21.25","0.7839506","25.7","25.7","25.7","0","536","536","536","0","2880.9187",,"1638","749.8836","351","312.87616","0","0"
"99041","138","401","20.25","-21.25","1.7716049","25.7","25.7","25.7","0","536","536","536","0","2880.9187",,"1827","851.6086","383","381.75342","0","0"
"99042","138","402","20.75","-21.25","0.20987654","25.7","25.7","25.7","0","536","536","536","0","2880.9175",,"1838","918.8","426","343.72186","0","0"
"99043","138","403","21.25","-21.25","0.3117284","30.6","30.6","30.6","0","1033","1033","1033","0","2880.9187",,"2905","2036.8514","1248","365.53796","0","0"
"99044","138","404","21.75","-21.25","0.2962963","30.6","30.6","30.6","0","1033","1033","1033","0","2880.9187",,"2733","1438.2703","459","538.0229","0","0"
"99045","138","405","22.25","-21.25","2.419753","30.6","30.6","30.6","0","1033","1033","1033","0","2880.9187",,"1486","775.59863","457","251.2137","0","0"
"99046","138","406","22.75","-21.25","0.14814815","30.6","30.6","30.6","0","1033","1033","1033","0","2880.9187",,"2901","1826.3162","579","491.3512","0","0"
"99047","138","407","23.25","-21.25","3.6203704","30.6","30.6","30.6","0","1033","1033","1033","0","2880.9187",,"3974","3051.8516","2028","477.6212","0","0"
"99048","138","408","23.75","-21.25","0.2345679","30.6","30.102858","13.2","2.898816","1033","1024.9714","752","46.814213","2880.9187",,"3945","2843.062","1594","524.3818","0","0"
"99049","138","409","24.25","-21.25","2.4332712","30.6","16.654411","13.2","6.9407353","1033","807.78674","752","112.08888","2880.9187",,"2572","1314.1298","305","543.6014","0","0.09310987"
"99050","138","410","24.75","-21.25","9.944445","13.2","13.2","13.2","0","752","752","752","0","2880.9187",,"888","441.82333","241","129.73022","0","4.5308642"
"99051","138","411","25.25","-21.25","19.521605","13.2","13.2","13.2","0","752","752","752","0","2880.9187",,"647","339.6011","195","97.76774","0.6944444","3.5462964"
"99052","138","412","25.75","-21.25","27.299383","13.2","13.2","13.2","0","752","752","752","0","2880.9187",,"755","278.72333","148","107.87283","0","10.490741"
"99053","138","413","26.25","-21.25","35.648148","13.2","13.2","13.2","0","752","752","752","0","2880.9187",,"911","284.12778","100","146.8489","0","15.302469"
"99054","138","414","26.75","-21.25","62.651234","13.2","13.2","13.2","0","752","752","752","0","2880.9187",,"835","292.39307","50","155.3076","0","0.0030864198"
"99055","138","415","27.25","-21.25","56.151234","13.2","13.156944","13","0.082202904","752","706.3611","540","87.13516","2880.9187",,"1043","331.18304","2","283.44733","0.009259259","0.5740741"
"99056","138","416","27.75","-21.25","54.993828","15.3","13.71875","13","1.0660787","585","554.0625","540","20.858059","2881.378",,"611","217.9589","0","135.19273","0.7376543","0.42592594"
"99057","138","417","28.25","-21.25","27.132715","15.3","15.3","15.3","0","585","585","585","0","2880.9187",,"548","236.83667","92","92.17419","0","0.5123457"
"99058","138","418","28.75","-21.25","36.87037","15.3","15.3","15.3","0","585","585","585","0","2880.9187",,"518","220.0389","100","80.0928","0","0.19753087"
"99059","138","419","29.25","-21.25","43.070988","15.3","15.3","15.3","0","585","585","585","0","2880.9187",,"732","284.97195","115","120.5705","0","0.12345679"
"99060","138","420","29.75","-21.25","25.030865","15.3","15.019444","9.9","1.1655518","848","595.80554","574","52.60192","2880.9187",,"1046","406.2697","165","197.41998","0","0.28703704"
"99061","138","421","30.25","-21.25","17.614197","15.3","11.630556","9.9","1.2361048","848","586.4861","574","54.626255","2880.9187",,"929","425.45972","142","174.62021","0","1.2345679"
"99062","138","422","30.75","-21.25","25.101852","11.3","11.3","11.3","0","574","574","574","0","2880.9187",,"811","257.93417","105","136.85115","0","0.037037037"
"99063","138","423","31.25","-21.25","12.033951","11.3","11.3","11.3","0","574","574","574","0","2880.9187",,"781","311.88416","130","133.74927","0","0.28395063"
"99064","138","424","31.75","-21.25","17.425926","11.3","11.3","11.3","0","574","574","574","0","2880.9187",,"781","342.09445","151","112.66283","0","1.095679"
"99065","138","425","32.25","-21.25","20.401234","33.6","15.230556","11.3","6.836597","1152","754.94446","574","222.57457","2880.4932",,"1001","473.02554","116","186.97583","0","1.404321"
"99066","138","426","32.75","-21.25","9.283951","33.6","31.61111","15.7","5.625427","1152","1136","1008","45.254833","2880.9187",,"999","368.5525","55","218.03038","0","1.2376543"
"99067","138","427","33.25","-21.25","17.694445","33.6","33.16111","17.8","2.5965016","1152","1146.9722","971","29.744734","2880.9187",,"1209","475.27","35","279.37033","0","1.1265432"
"99068","138","428","33.75","-21.25","41.72222","33.6","29.979166","17.8","6.6406875","1152","1110.5209","971","76.0737","2880.9187",,"969","321.02917","29","189.10576","0","2.1234567"
"99069","138","429","34.25","-21.25","17.592592","33.6","22.599998","17.8","4.9230747","1283","1129.0834","971","149.51837","2880.9187",,"877","288.7236","79","145.08003","0","2.021605"
"99070","138","430","34.75","-21.25","18.895061","25.4","18.908333","17.8","2.6823368","1283","1016.5","971","110.11698","2880.9187",,"953","319.08835","139","154.57309","0","2.6265433"
"99071","138","431","35.25","-21.25","7.098076","17.8","17.8","17.8","0","971","971","971","0","530.6317",,"646","388.08093","207","112.300545","0","81.57666"
"99087","138","447","43.25","-21.25","0.015432099","34.3","34.3","34.3","0","994","994","994","0","46.193764",,"441","365.33334","262","39.679905","0","98.15432"
"99088","138","448","43.75","-21.25","0.14506173","34.3","34.3","34.3","0","994","994","994","0","1775.9243",,"593","290.85144","202","68.18591","0","38.385803"
"99089","138","449","44.25","-21.25","0.058641974","34.3","34.3","34.3","0","994","994","994","0","2880.9187",,"534","300.31915","203","63.977962","0","0.55864197"
"99090","138","450","44.75","-21.25","0.08024691","34.3","34.3","34.3","0","994","994","994","0","2880.9187",,"714","338.15833","226","81.18468","0","0.08950617"
"99091","138","451","45.25","-21.25","0.22839506","34.3","34.3","34.3","0","994","994","994","0","2880.9187",,"975","455.3689","189","184.35146","0","0.2962963"
"99092","138","452","45.75","-21.25","0.21604939","44.1","40.56111","34.3","4.707162","1050","1029.7778","994","26.89807","2880.9187",,"471","238.74417","130","68.3323","0","0.5"
"99093","138","453","46.25","-21.25","0","44.1","44.1","44.1","0","1050","1050","1050","0","2880.9187",,"529","178.42084","73","76.99525","0","0.1388889"
"99094","138","454","46.75","-21.25","0.0061728396","44.1","44.1","44.1","0","1050","1050","1050","0","2880.9187",,"523","143.24417","15","98.734024","0","0.0061728396"
"99095","138","455","47.25","-21.25","8.089506","44.1","44.1","44.1","0","1050","1050","1050","0","2880.9187",,"790","154.07527","0","137.83888","0","0.8302469"
"99096","138","456","47.75","-21.25","70.1645","44.1","44.1","44.1","0","1050","1050","1050","0","2880.9187",,"523","176.15222","55","81.56459","0","0.38175046"
"99097","138","457","48.25","-21.25","27.22531","44.1","44.1","44.1","0","1050","1050","1050","0","2184.7725",,"488","206.82092","110","73.1596","0","30.126543"
"99231","138","591","115.25","-21.25","0.009259259",,,,,"60","60","60","0","4.9747524",,"1055","1000.36365","981","25.836102","0","99.89815"
"99232","138","592","115.75","-21.25","0",,,,,"60","60","60","0","1490.8152",,"1254","1036.018","914","74.738464","0","50.84109"
"99233","138","593","116.25","-21.25","0",,,,,"60","60","60","0","2864.3694",,"1630","1108.0305","917","156.92715","0","0.9259259"
"99234","138","594","116.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1706","1247.897","993","175.3627","0","0"
"99235","138","595","117.25","-21.25","0.0030693677",,,,,"60","60","60","0","2880.9187",,"1748","1167.973","1014","139.43132","0","0.36525476"
"99236","138","596","117.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1953","1358.5377","1003","255.43863","0","0"
"99237","138","597","118.25","-21.25","0.0030864198",,,,,"60","60","60","0","2880.9187",,"1874","1324.4542","1048","192.89229","0","0.009259259"
"99238","138","598","118.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1688","1164.6152","990","138.06206","0","0"
"99239","138","599","119.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1553","1152.2439","958","134.18314","0","0"
"99240","138","600","119.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1628","1098.086","955","128.01413","0","0"
"99241","138","601","120.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1516","1133.3989","947","133.60219","0","0.009259259"
"99242","138","602","120.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1695","1217.8114","981","159.84743","0","0"
"99243","138","603","121.25","-21.25","0.0031036623",,,,,"60","60","60","0","2880.9187",,"1973","1286.1945","1004","234.90933","0","0"
"99244","138","604","121.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"2414","1621.7047","1052","362.40363","0","0.033950616"
"99245","138","605","122.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"2693","2122.3972","1227","336.5756","0","0"
"99246","138","606","122.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"2712","2221.0986","1584","279.44577","0","0"
"99247","138","607","123.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1795","1424.6906","1300","101.666435","0","0"
"99248","138","608","123.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1899","1536.6187","1332","132.00786","0","0"
"99249","138","609","124.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"2645","1790.8889","1373","308.9281","0","1.1111112"
"99250","138","610","124.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"2668","2052.6794","1619","262.0172","0","6.623457"
"99251","138","611","125.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"2994","2383.455","1889","242.52187","0","0.37654322"
"99252","138","612","125.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"2279","1509.6934","1085","303.6177","0","0"
"99253","138","613","126.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"2850","1915.7983","1145","373.9775","0","0"
"99254","138","614","126.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"3591","2762.865","1818","375.23245","0","0"
"99255","138","615","127.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"3697","2954.8936","2002","363.41638","0","0"
"99256","138","616","127.75","-21.25","0.0030864198",,,,,"60","60","60","0","2880.9187",,"2782","1945.078","1002","384.16663","0","0"
"99257","138","617","128.25","-21.25","0.012414649",,,,,"60","60","60","0","2880.9187",,"2667","2074.3071","1103","352.6108","0","0"
"99258","138","618","128.75","-21.25","0.0030864198",,,,,"60","60","60","0","2880.9187",,"2421","1875.6294","1039","315.06375","0","0"
"99259","138","619","129.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"2897","2077.0107","1089","378.5992","0","0.052469134"
"99260","138","620","129.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"3211","2454.2178","1631","371.4101","0","0"
"99261","138","621","130.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"2772","1902.7886","1010","379.88617","0","0"
"99262","138","622","130.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1964","1210.9231","876","250.09349","0.012345679","0"
"99263","138","623","131.25","-21.25","0.012414649",,,,,"60","60","60","0","2880.9187",,"1659","1293.3763","928","212.01726","0","0"
"99264","138","624","131.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"2371","1648.2086","963","368.11288","0","0"
"99265","138","625","132.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"2280","1580.3798","1000","360.65793","0","0"
"99266","138","626","132.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1384","1076.4238","940","84.946","0.049382716","0"
"99267","138","627","133.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1545","1138.6761","887","172.63443","0","0"
"99268","138","628","133.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1655","1217.7772","838","192.25105","0.11173184","0.037243947"
"99269","138","629","134.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1772","1063.3292","806","212.72539","0.5123457","0"
"99270","138","630","134.75","-21.25","0.0030864198",,,,,"60","60","60","0","2880.9187",,"1907","1219.6078","820","310.83273","0.06790123","0"
"99271","138","631","135.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1576","1023.98834","864","127.61627","0.28852057","0"
"99272","138","632","135.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1580","1090.6942","910","144.4168","0.030864198","0"
"99273","138","633","136.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1543","1186.5492","952","153.06992","0","0"
"99274","138","634","136.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1674","1144.6775","908","172.11536","0.22346368","0"
"99275","138","635","137.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1203","957.2586","858","68.46909","0.08024691","0"
"99276","138","636","137.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1158","895.9072","819","47.86875","0.108024694","0"
"99277","138","637","138.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1304","921.69165","782","99.715836","0","0"
"99278","138","638","138.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1210","934.94446","740","116.38579","0","0"
"99279","138","639","139.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1401","918.9514","699","168.66336","0","0"
"99280","138","640","139.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1455","869.72943","658","177.57654","0.040123455","0"
"99281","138","641","140.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1178","749.7111","619","111.33398","0","0"
"99282","138","642","140.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1477","1010.6569","569","240.49756","0","0"
"99283","138","643","141.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1000","661.905","527","96.77251","0.012345679","0"
"99284","138","644","141.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"986","658.6828","481","114.56941","0","0"
"99285","138","645","142.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"773","553.7975","435","71.582825","0","0"
"99286","138","646","142.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"802","511.44583","391","81.00549","0","0"
"99287","138","647","143.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"743","488.36166","348","91.02405","0","0"
"99288","138","648","143.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"740","444.97305","305","98.302986","0","0.0062073246"
"99289","138","649","144.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"696","405.2936","269","91.03818","0.0061728396","0"
"99290","138","650","144.75","-21.25","0.0030693677",,,,,"60","60","60","0","2880.9187",,"784","388.6397","236","115.99659","0","0.030693676"
"99291","138","651","145.25","-21.25","0.23765433",,,,,"60","60","60","0","2880.9187",,"991","434.2536","221","170.83704","0","0.018518519"
"99292","138","652","145.75","-21.25","0.3425926",,,,,"60","60","60","0","2880.9187",,"1067","516.36554","193","225.92445","0.0030864198","0.06481481"
"99293","138","653","146.25","-21.25","0.06828057",,,,,"60","60","60","0","2880.9187",,"922","356.4875","173","145.5502","0.015518311","0.009310987"
"99294","138","654","146.75","-21.25","0.06790123",,,,,"60","60","60","0","2880.9187",,"928","388.11612","179","155.56877","0.0061728396","0.033950616"
"99295","138","655","147.25","-21.25","0.0030864198",,,,,"60","60","60","0","2880.9187",,"819","378.24445","176","155.7315","0.021604938","0"
"99296","138","656","147.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"889","325.035","118","168.22763","0","0.061387353"
"99297","138","657","148.25","-21.25","0",,,,,"60","60","60","0","2880.9187",,"730","248.03667","61","134.7872","0.046296295","0.24382716"
"99298","138","658","148.75","-21.25","0",,,,,"60","60","60","0","2880.9187",,"1205","273.39944","18","267.29816","0.63271606","0.5308642"
"99299","138","659","149.25","-21.25","0.009310987",,,,,"60","60","60","0","1458.765",,"626","86.61067","0","112.49345","3.7895718","51.5239"
"99580","139","220","-70.25","-20.75","0","0.8","0.8","0.8","0","145","145","145","0","1033.4568",,"402","213.67996","65","65.680176","0","64.490486"
"99581","139","221","-69.75","-20.75","0.17592593","0.8","0.8","0.8","0","145","145","145","0","2890.586",,"410","156.005","55","66.385956","0","0"
"99582","139","222","-69.25","-20.75","0","0.8","0.8","0.8","0","145","145","145","0","2890.586",,"896","263.95306","82","135.33481","0","0"
"99583","139","223","-68.75","-20.75","0","13.4","2.1125","0.8","3.8490055","823","212.91667","130","208.11464","2891.0798",,"1381","442.68472","135","250.4767","0.11419753","0"
"99584","139","224","-68.25","-20.75","0.095679015","13.4","13.126086","0.8","1.8374645","823","808.04346","130","100.336815","2890.21",,"1829","732.9792","161","355.41873","0","0"
"99585","139","225","-67.75","-20.75","0.049382716","13.4","13.4","13.4","0","823","823","823","0","2890.586",,"1630","661.5367","272","332.0722","0","0"
"99586","139","226","-67.25","-20.75","0.015432099","13.4","13.4","13.4","0","823","823","823","0","2890.586",,"928","430.5564","243","133.18753","0","0"
"99587","139","227","-66.75","-20.75","0.09259259","13.4","13.4","13.4","0","823","823","823","0","2890.586",,"1387","567.8642","189","304.5513","0","0"
"99588","139","228","-66.25","-20.75","0.062073246","13.4","13.4","13.4","0","823","823","823","0","2890.586",,"1099","437.7925","165","204.35829","0","0"
"99589","139","229","-65.75","-20.75","0.086419754","13.4","13.4","13.4","0","823","823","823","0","2890.586",,"1161","435.35443","107","235.80847","0","0"
"99590","139","230","-65.25","-20.75","2.3179011","13.4","11.059028","3.5","1.6590413","823","692.0417","473","78.60024","2890.586",,"1624","501.29083","96","334.14752","0","0"
"99591","139","231","-64.75","-20.75","24.907919","10.5","10.305555","3.5","1.1503489","655","649.94446","473","29.90907","2890.586",,"2080","670.49664","151","385.64282","0","0.13812155"
"99592","139","232","-64.25","-20.75","33.506172","10.5","10.159722","3.5","1.5053755","655","646.1528","473","39.139763","2890.586",,"2125","558.8747","102","441.52048","0","0"
"99593","139","233","-63.75","-20.75","17.648148","10.5","10.5","10.5","0","655","655","655","0","2890.586",,"1143","472.12305","119","233.35616","0","0"
"99594","139","234","-63.25","-20.75","30.021605","10.5","10.5","10.5","0","655","655","655","0","2890.586",,"1241","498.39694","111","284.28378","0","0.012345679"
"99595","139","235","-62.75","-20.75","16.20679","10.5","10.5","10.5","0","655","655","655","0","2890.586",,"2290","903.9042","193","535.10095","0","0"
"99596","139","236","-62.25","-20.75","4.589506","10.5","10.5","10.5","0","655","655","655","0","2890.5715",,"2274","802.58057","249","430.18176","0","0"
"99597","139","237","-61.75","-20.75","15.929012",,,,,,,,,"2890.586",,"919","579.11475","406","110.862625","0","0"
"99598","139","238","-61.25","-20.75","9.540123",,,,,,,,,"2890.586",,"1742","816.97473","475","266.53036","0","0"
"99599","139","239","-60.75","-20.75","11.75",,,,,,,,,"2890.586",,"1779","1095.0958","557","308.9334","0","0"
"99600","139","240","-60.25","-20.75","4.4938273",,,,,,,,,"2890.586",,"2740","1567.753","689","525.0002","0","0"
"99601","139","241","-59.75","-20.75","10.024692",,,,,,,,,"2890.586",,"1704","903.87946","607","212.14207","0","0.030864198"
"99602","139","242","-59.25","-20.75","8.795779",,,,,,,,,"2890.586",,"1717","967.73834","551","267.76596","0","0.049658597"
"99603","139","243","-58.75","-20.75","24.067902",,,,,,,,,"2890.586",,"2116","1240.2759","480","397.58774","0","0"
"99604","139","244","-58.25","-20.75","14.253086",,,,,,,,,"2890.6458",,"2200","1135.15","393","492.0947","0","0.30555555"
"99605","139","245","-57.75","-20.75","12.166667","3","3","3","0","325","264.0909","225","48.795406","2890.0972",,"1030","456.52945","159","174.71918","0","1.6975309"
"99606","139","246","-57.25","-20.75","17.851852","3","3","3","0","325","321.52777","225","18.307537","2890.586",,"1080","487.96112","176","229.57837","0","0"
"99607","139","247","-56.75","-20.75","36.058643","3","3","3","0","325","245.90973","189","65.90196","2890.586",,"1018","385.1375","188","172.40903","0","0"
"99608","139","248","-56.25","-20.75","55.574074","3","3","3","0","257","191.77083","142","23.858587","2890.586",,"602","273.86166","135","91.97463","0","0"
"99609","139","249","-55.75","-20.75","79.62654","3","3","3","0","257","210.68056","142","56.402527","2890.586",,"460","183.78305","87","65.57474","0","0.024691358"
"99610","139","250","-55.25","-20.75","69.27161","3","3","3","0","274","231.6859","142","57.703354","2890.586",,"451","151.32861","49","78.02815","0","0.0061728396"
"99611","139","251","-54.75","-20.75","58.876545","3","3","3","0","192","159.18056","143","20.756409","2890.586",,"394","88.970276","5","70.8589","0","0.027777778"
"99612","139","252","-54.25","-20.75","68.20988","3","3","3","0","261","199.60417","143","24.234737","2890.586",,"487","158.04222","18","96.15596","0","0.040123455"
"99613","139","253","-53.75","-20.75","69.59653","3","3","3","0","261","255.25","192","19.070593","2890.586",,"582","200.20166","62","102.21304","0","0.44072005"
"99614","139","254","-53.25","-20.75","66.861115","3","3","3","0","300","268.86804","261","15.634384","2890.586",,"493","210.6036","109","73.05063","0","0"
"99615","139","255","-52.75","-20.75","70.29012","3","3","3","0","300","265.03473","234","17.455265","2890.586",,"502","209.42389","80","87.19812","0","0.009259259"
"99616","139","256","-52.25","-20.75","59.843464","3","3","3","0","281","269.61804","234","17.118053","2890.586",,"518","154.89806","27","107.99002","0","0"
"99617","139","257","-51.75","-20.75","64.141975","4.7","3.3659723","3","0.6987253","281","274.97223","221","15.624031","2890.586",,"522","83.6725","0","81.34382","0.052469134","8.70679"
"99618","139","258","-51.25","-20.75","86.0679","4.7","4.6881943","3","0.1411739","238","206.34723","178","21.58038","2890.586",,"340","73.85555","0","57.771866","0","9.182098"
"99619","139","259","-50.75","-20.75","84.43203","4.7","4.7","4.7","0","236","180.86111","88","19.457436","2890.586",,"348","101.69806","28","53.939144","0","11.027312"
"99620","139","260","-50.25","-20.75","92.80556","4.7","4.7","4.7","0","309","193.28473","140","39.899815","2890.586",,"362","97.20528","10","69.40411","0","0.1388889"
"99621","139","261","-49.75","-20.75","94.03086","4.7","4.7","4.7","0","309","194.45139","98","41.627453","2890.586",,"336","88.44139","10","64.30831","0","0.021604938"
"99622","139","262","-49.25","-20.75","93.88271","4.7","4.7","4.7","0","342","198.18056","98","60.464024","2890.586",,"376","80.62417","0","75.064384","1.462963","0.015432099"
"99623","139","263","-48.75","-20.75","95.52161","4.7","4.7","4.7","0","255","181.45139","106","51.64204","2890.586",,"333","93.78139","0","72.45957","0.09259259","0.11111111"
"99624","139","264","-48.25","-20.75","87.734566","4.7","4.7","4.7","0","245","194.53473","136","31.117144","2890.586",,"371","90.35722","0","70.72474","0","0.60493827"
"99625","139","265","-47.75","-20.75","77.82716","4.7","4.7","4.7","0","257","180.35417","129","32.96283","2890.586",,"413","94.187225","9","69.00039","0","0.024691358"
"99626","139","266","-47.25","-20.75","74.09259","5.5","4.9666667","4.7","0.3771237","257","167.63889","120","46.316334","2890.586",,"350","83.85833","0","67.19653","0.7623457","0.0030864198"
"99627","139","267","-46.75","-20.75","83.265434","5.5","5.5","5.5","0","248","200.15277","116","33.736176","2890.586",,"321","70.83028","0","62.185642","0.083333336","1.5524691"
"99628","139","268","-46.25","-20.75","61.558643","5.5","5.5","5.5","0","325","197.79861","136","55.780643","2890.586",,"505","109.16167","13","83.73803","0","8.296296"
"99629","139","269","-45.75","-20.75","65.47839","5.5","5.5","5.5","0","284","214.04167","136","43.720844","2890.586",,"451","124.46528","24","75.71706","0","13.407408"
"99630","139","270","-45.25","-20.75","89.25","5.5","5.5","5.5","0","266","221.86806","145","36.59429","2890.586",,"376","95.36972","6","63.79226","0","0.074074075"
"99631","139","271","-44.75","-20.75","74.13271","5.5","5.5","5.5","0","299","255.74306","104","43.103195","2890.586",,"442","130.53195","32","75.21346","0","0"
"99632","139","272","-44.25","-20.75","69.98148","5.5","5.5","5.5","0","310","225.79167","104","66.85825","2890.586",,"493","132.40916","15","96.25177","0","0.0030864198"
"99633","139","273","-43.75","-20.75","61.271606","5.5","5.5","5.5","0","318","214.875","144","41.425613","2890.586",,"361","82.22195","0","65.261444","0.10185185","0.16049382"
"99634","139","274","-43.25","-20.75","62.15432","5.5","5.5","5.5","0","386","279.97916","171","55.045116","2890.586",,"393","100.18083","11","66.883804","0","0"
"99635","139","275","-42.75","-20.75","72.94444","5.5","5.5","5.5","0","390","309.29166","200","49.393528","2890.586",,"386","85.45389","0","72.94402","0","0.015432099"
"99636","139","276","-42.25","-20.75","58.04321","5.5","5.4409723","3.8","0.31122813","358","259.09027","183","51.85435","2890.586",,"618","137.60028","0","109.117","0","0"
"99637","139","277","-41.75","-20.75","54.339508","5.5","5.1458335","3.8","0.690398","359","247.27777","175","46.54201","2890.586",,"468","106.867775","22","59.369236","0","0.040123455"
"99638","139","278","-41.25","-20.75","60.56173","5.5","5.5","5.5","0","272","205.82639","175","26.181082","2890.586",,"541","95.63333","0","92.63236","0","0"
"99639","139","279","-40.75","-20.75","38.623455","5.5","5.5","5.5","0","272","204.95041","165","33.623302","2214.174",,"430","107.22518","1","86.696754","0","23.070988"
"99640","139","280","-40.25","-20.75","3.271605","5.5","5.5","5.5","0","221","221","221","0","197.30486",,"100","25.522728","0","21.042046","0","94.083336"
"99747","139","387","13.25","-20.75","0","17.3","17.3","17.3","0","495","495","495","0","710.5513",,"1351","969.6314","692","158.4903","0","76.200615"
"99748","139","388","13.75","-20.75","0","17.3","17.3","17.3","0","495","495","495","0","2890.586",,"1474","851.06006","471","203.03891","0","0.058641974"
"99749","139","389","14.25","-20.75","0.0030864198","17.3","16.891666","8.9","1.8064506","495","495","495","0","2890.586",,"1136","738.7917","382","185.63232","0","0"
"99750","139","390","14.75","-20.75","0.0061728396","17.3","16.716665","8.9","2.1353505","495","495","495","0","2890.586",,"918","468.5589","304","125.68167","0","0"
"99751","139","391","15.25","-20.75","0","17.3","11.408333","8.9","3.8442507","495","495","495","0","2890.586",,"718","439.31778","255","105.896576","0","0"
"99752","139","392","15.75","-20.75","0.595679","17.3","12.594444","8.9","3.5525377","495","495","495","0","2890.586",,"1039","481.3536","227","171.85258","0","0.0061728396"
"99753","139","393","16.25","-20.75","17.320988","15.9","15.851389","8.9","0.5813044","495","495","495","0","2890.586",,"907","410.0589","184","157.68259","0","0"
"99754","139","394","16.75","-20.75","9.25","15.9","15.9","15.9","0","495","495","495","0","2890.586",,"783","406.95612","158","144.93875","0","0"
"99755","139","395","17.25","-20.75","2.8759975","15.9","15.9","15.9","0","495","495","495","0","2890.586",,"671","365.3553","198","106.570045","0","0.0061387355"
