gid,row,col,xcoord,ycoord,agri_gc,cmr_max,cmr_mean,cmr_min,cmr_sd,imr_max,imr_mean,imr_min,imr_sd,landarea,petroleum_s,ttime_max,ttime_mean,ttime_min,ttime_sd,urban_gc,water_gc
"170522","237","602","120.75","28.25","16.333334","1.6","1.6","1.6","0","292","237.40277","140","61.98357","2643.3833",,"652","158.23233","0","138.93484","1.9783951","2.5679011"
"170523","237","603","121.25","28.25","30.540037","1.6","1.6","1.6","0","188","159.0339","127","28.368917","1552.0563",,"480","122.128746","0","88.528564","0.6424581","42.849163"
"170524","237","604","121.75","28.25","8.006173","1.6","1.6","1.6","0","188","188","188","0","173.21915",,"357","176.97758","43","75.23524","0.1574074","90.52161"
"170539","237","619","129.25","28.25","2.9074075",,,,,"30","30","30","0","641.08624",,"525","283.48785","129","81.77105","0","77.19753"
"170540","237","620","129.75","28.25","3.7875998",,,,,"30","30","30","0","211.99683",,"367","296.04602","215","21.184576","0.0061387355","90.847145"
"170764","238","124","-118.25","28.75","0.14197531",,,,,,,,,"82.057365",,"734","647.6762","584","29.252756","0","97.27778"
"170771","238","131","-114.75","28.75","0","7.5","7.5","7.5","0","260","260","260","0","30.556652",,"513","439.84286","373","28.571032","0","98.05556"
"170772","238","132","-114.25","28.75","0.049382716","7.5","7.5","7.5","0","260","260","260","0","1534.9244",,"921","503.5894","343","118.0858","0","38.583332"
"170773","238","133","-113.75","28.75","0.69753087","7.5","7.5","7.5","0","260","260","260","0","2671.0686",,"1369","704.5147","361","256.38937","0","1.9506173"
"170774","238","134","-113.25","28.75","0","7.5","7.5","7.5","0","260","260","260","0","1420.4838",,"995","619.93665","344","135.25156","0","50.503376"
"170775","238","135","-112.75","28.75","0",,,,,,,,,"75.189255",,"439","334.08176","276","36.726246","0","95.84568"
"170776","238","136","-112.25","28.75","0.16975309","7.5","7.5","7.5","0","212","212","212","0","778.0359",,"823","424.61996","138","164.29716","0","72.37654"
"170777","238","137","-111.75","28.75","8.62037","7.5","7.5","7.5","0","212","212","212","0","2146.5823",,"423","138.82985","60","69.81647","0","21.540123"
"170778","238","138","-111.25","28.75","8.058642","7.5","7.5","7.5","0","212","212","212","0","2710.035",,"337","94.69611","10","53.599697","0","0.012345679"
"170779","238","139","-110.75","28.75","14.66358","7.5","7.5","7.5","0","275","253.52272","212","29.862936","2710.035",,"693","155.47444","7","134.07022","0","0"
"170780","238","140","-110.25","28.75","26.083334","7.5","7.5","7.5","0","275","269.0752","212","13.048564","2710.035",,"609","183.11223","48","111.20509","0","0.0030864198"
"170781","238","141","-109.75","28.75","12.783951","7.5","7.5","7.5","0","305","270.47223","241","9.146906","2710.035",,"1052","282.7164","94","168.81123","0","0.086419754"
"170782","238","142","-109.25","28.75","13.684047","7.5","7.5","7.5","0","318","275.375","253","17.662292","2710.035",,"1362","402.1075","118","241.64648","0","0.10552452"
"170783","238","143","-108.75","28.75","17.876543","7.5","7.5","7.5","0","327","272.0139","252","21.436918","2710.035",,"1454","587.0319","158","283.49603","0","0"
"170784","238","144","-108.25","28.75","6.941358","7.5","7.5","7.5","0","327","297.3125","252","36.67717","2710.035",,"973","364.71445","126","208.77731","0","0"
"170785","238","145","-107.75","28.75","26.565378","7.5","7.5","7.5","0","327","287.81946","252","29.208935","2710.035",,"780","262.67166","68","161.55284","0","0"
"170786","238","146","-107.25","28.75","32.169754","7.5","7.5","7.5","0","264","239.03473","207","23.80809","2710.035",,"533","156.31639","20","109.36936","0","0.25308642"
"170787","238","147","-106.75","28.75","33.305557","7.5","7.5","7.5","0","241","220.30556","191","18.493721","2710.035",,"643","155.53473","7","140.76814","0","3.904321"
"170788","238","148","-106.25","28.75","21.441359","7.5","7.5","7.5","0","241","201.24306","191","18.260555","2710.035",,"701","158.91777","0","162.67796","0.6388889","0.08950617"
"170789","238","149","-105.75","28.75","6.376543","7.5","7.5","7.5","0","268","220.61111","191","13.624993","2710.035",,"386","92.88333","10","67.411674","0","0.015432099"
"170790","238","150","-105.25","28.75","0.7993827","7.5","7.5","7.5","0","268","242","216","26","2710.035",,"643","200.11111","28","124.99824","0","0.6851852"
"170791","238","151","-104.75","28.75","5.259259","7.5","7.5","7.5","0","268","237.90277","216","25.029793","2710.035",,"491","184.70639","60","81.19409","0","0.0061728396"
"170792","238","152","-104.25","28.75","0.85493827","7.5","7.5","7.5","0","265","228.77083","217","20.146587","2710.035",,"655","233.07388","107","103.75369","0","0.0061728396"
"170793","238","153","-103.75","28.75","0.29320988","7.5","7.5","7.5","0","265","257.84027","217","16.51206","2710.035",,"621","288.82388","160","94.810104","0","0.015432099"
"170794","238","154","-103.25","28.75","0.13271604","7.5","7.5","7.5","0","265","260.59027","260","1.6133695","2709.2983",,"773","346.34113","208","102.529854","0","0.040123455"
"170795","238","155","-102.75","28.75","3.0895061","7.5","7.5","7.5","0","260","254.94444","208","15.405526","2710.035",,"749","325.18417","163","120.272804","0","0"
"170796","238","156","-102.25","28.75","15.194445","7.5","7.5","7.5","0","260","209.61806","208","5.7662773","2710.035",,"738","305.6736","112","143.69295","0","0"
"170797","238","157","-101.75","28.75","11.141975","7.5","7.5","7.5","0","236","227.83333","208","12.7268305","2710.035",,"965","432.31723","87","216.86794","0","0"
"170798","238","158","-101.25","28.75","28.657408","7.5","7.5","7.5","0","291","242.875","236","18.18954","2710.035",,"798","333.52554","46","198.03473","0","0"
"170799","238","159","-100.75","28.75","35.86111","7.5","7.5","7.5","0","291","224.125","62","62.657234","2709.5547",,"336","87.695274","0","68.757835","0.74382716","0.27160493"
"170800","238","160","-100.25","28.75","38.941357","7.5","7.5","7.5","0","273","71.56944","62","40.08509","2710.5513",,"626","209.36028","6","133.50887","0.537037","0.07716049"
"170801","238","161","-99.75","28.75","37.391975",,,,,"62","62","62","0","2710.035",,"627","201.74861","94","93.73843","0.033950616","0.021604938"
"170802","238","162","-99.25","28.75","25.527779",,,,,"62","62","62","0","2710.035",,"597","179.94556","54","100.80967","0.021604938","0.0061728396"
"170803","238","163","-98.75","28.75","22.487654",,,,,"62","62","62","0","2710.035",,"555","165.9975","32","99.85221","0","0.021604938"
"170804","238","164","-98.25","28.75","15.679012",,,,,"62","62","62","0","2710.035",,"528","161.19","31","99.0303","0.012345679","0.5462963"
"170805","238","165","-97.75","28.75","26.209877",,,,,"62","62","62","0","2710.035",,"598","180.43417","46","107.991295","0.012345679","0.009259259"
"170806","238","166","-97.25","28.75","38.858025",,,,,"62","62","62","0","2710.035",,"503","145.05112","1","115.11868","0.14814815","0.40123457"
"170807","238","167","-96.75","28.75","32.675358",,,,,"62","62","62","0","2542.5332",,"268","71.31944","0","55.146225","0.39106146","9.369957"
"170808","238","168","-96.25","28.75","30.52469",,,,,"62","62","62","0","1875.8916",,"338","125.31855","42","54.180496","0.061728396","29.848766"
"170809","238","169","-95.75","28.75","15.040123",,,,,"62","62","62","0","1510.5549",,"620","250.12994","60","141.83673","0.07098766","47.209877"
"170810","238","170","-95.25","28.75","0.99691355",,,,,"62","62","62","0","301.36087",,"271","90.39695","51","48.864254","0.40432099","89.81173"
"170822","238","182","-89.25","28.75","0",,,,,"88","88","88","0","30.787956",,"223","191.73685","173","13.505718","0.0061728396","99.41358"
"170835","238","195","-82.75","28.75","4.8434625",,,,,"70","70","70","0","820.00433",,"251","71.17606","4","55.85776","0.16574585","64.7698"
"170836","238","196","-82.25","28.75","19.29321",,,,,"70","70","70","0","2710.035",,"356","89.944725","13","64.075485","0.38580248","1.2067901"
"170837","238","197","-81.75","28.75","20.666666",,,,,"70","70","70","0","2710.035",,"367","61.662224","11","49.966446","0.81790125","15.342592"
"170838","238","198","-81.25","28.75","6.8055553",,,,,"70","70","70","0","2710.035",,"341","48.335835","0","56.86629","1.9197531","5.626543"
"170839","238","199","-80.75","28.75","2.7808642",,,,,"70","70","70","0","1387.4277",,"274","78.06678","18","51.31918","0.14506173","54.969135"
"170964","238","324","-18.25","28.75","0.0030864198",,,,,"40","40","40","0","0.6052675",,"391","387.8","385","2.4","0","99.84568"
"170965","238","325","-17.75","28.75","4.79321",,,,,"40","40","40","0","704.43317",,"616","391.9094","321","46.942005","0.38271606","74.700615"
"170968","238","328","-16.25","28.75","2.1203704",,,,,"40","40","40","0","158.94083",,"117","25.96591","3","29.751286","0.27160493","92.87654"
"170972","238","332","-14.25","28.75","0.009259259",,,,,"40","40","40","0","86.03478",,"451","380.73227","309","34.62452","0.037037037","96.37346"
"170973","238","333","-13.75","28.75","0.3580247",,,,,"40","40","40","0","781.52454",,"481","406.95706","345","25.239305","2.2098765","71.62654"
"170974","238","334","-13.25","28.75","0",,,,,"40","40","40","0","1.9639364",,"400","393.5","387","6.5","0.015518311","99.947235"
"170978","238","338","-11.25","28.75","0.015432099","17.1","17.1","17.1","0","389","389","389","0","521.5186",,"187","73.70282","12","36.34588","0","80.74691"
"170979","238","339","-10.75","28.75","4.1080246","17.1","17.1","17.1","0","389","389","389","0","2173.0386",,"309","109.76578","13","59.85432","0","21.145061"
"170980","238","340","-10.25","28.75","5.558642","17.1","17.1","17.1","0","389","389","389","0","2710.035",,"427","129.84528","0","101.064255","0.19444445","0"
"170981","238","341","-9.75","28.75","0.030864198","17.1","17.1","17.1","0","389","389","389","0","2710.035",,"425","143.62917","7","91.014366","0","0"
"170982","238","342","-9.25","28.75","0.0061728396","17.1","17.1","17.1","0","389","389","389","0","2710.035",,"520","247.50667","72","106.939415","0","0"
"170983","238","343","-8.75","28.75","0.055555556","17.1","16.783333","15.2","0.7080884","389","387.5","380","3.354102","2710.5881",,"844","320.54916","144","142.77568","0","0"
"170984","238","344","-8.25","28.75","0.021604938","17.1","15.411111","15.2","0.5971126","389","381","380","2.828427","2709.411",,"1060","578.3189","180","160.54497","0","0"
"170985","238","345","-7.75","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"1177","818.27637","522","159.18568","0","0"
"170986","238","346","-7.25","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"967","718.7364","439","103.25498","0","0"
"170987","238","347","-6.75","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"987","754.5347","557","95.50602","0","0"
"170988","238","348","-6.25","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"1143","677.0231","500","134.13269","0","0"
"170989","238","349","-5.75","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"1636","847.1517","473","285.23926","0","0"
"170990","238","350","-5.25","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"1996","1378.5873","747","333.42468","0","0"
"170991","238","351","-4.75","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"1913","1134.8425","412","339.1103","0","0"
"170992","238","352","-4.25","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"2029","1263.5581","452","349.61597","0","0"
"170993","238","353","-3.75","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"2587","1914.0597","1297","309.22748","0","0"
"170994","238","354","-3.25","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"2338","1489.6313","609","370.62238","0","0"
"170995","238","355","-2.75","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"1730","862.7267","380","320.32947","0","0"
"170996","238","356","-2.25","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"1752","880.9764","415","323.17847","0","0"
"170997","238","357","-1.75","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"1856","1332.0592","752","294.1009","0","0"
"170998","238","358","-1.25","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"1609","1110.2683","414","232.42307","0","0"
"170999","238","359","-0.75","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"1096","542.1947","334","153.35556","0","0"
"171000","238","360","-0.25","28.75","0.058641974","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"1020","680.64667","386","150.8141","0","0"
"171001","238","361","0.25","28.75","0.22839506","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"886","576.93085","471","80.87899","0","0"
"171002","238","362","0.75","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",1,"861","632.6617","511","74.37126","0","0"
"171003","238","363","1.25","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",1,"968","643.9953","451","125.07916","0","0"
"171004","238","364","1.75","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",1,"948","631.895","425","131.8406","0","0"
"171005","238","365","2.25","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",1,"845","495.955","376","82.70309","0","0"
"171006","238","366","2.75","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",1,"1035","604.1692","370","159.61261","0","0"
"171007","238","367","3.25","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"1067","548.0514","371","147.41823","0","0"
"171008","238","368","3.75","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"768","519.8453","356","93.05022","0","0"
"171009","238","369","4.25","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"975","621.03723","389","157.57297","0","0"
"171010","238","370","4.75","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"1539","803.89417","434","263.79544","0","0"
"171011","238","371","5.25","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"1624","1044.6964","499","287.9627","0","0"
"171012","238","372","5.75","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"1752","1028.4503","523","280.65756","0","0"
"171013","238","373","6.25","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"848","536.8503","361","111.50382","0","0"
"171014","238","374","6.75","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"1297","701.45056","390","234.18546","0","0"
"171015","238","375","7.25","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"1158","619.3628","445","136.51804","0","0"
"171016","238","376","7.75","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"1004","683.92194","500","110.21309","0","0"
"171017","238","377","8.25","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"987","716.1778","560","99.89677","0","0"
"171018","238","378","8.75","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"1206","757.7211","555","144.43198","0","0"
"171019","238","379","9.25","28.75","0","15.2","15.2","15.2","0","380","380","380","0","2710.035",,"1206","748.8836","579","142.30081","0","0"
"171020","238","380","9.75","28.75","0","15.2","12.838889","6.7","3.8071773","380","321.66666","170","94.05968","2710.1033",1,"1020","651.36945","344","171.70369","0","0"
"171021","238","381","10.25","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",1,"991","523.93665","341","147.95303","0","0"
"171022","238","382","10.75","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",1,"1071","535.8147","330","173.74983","0","0"
"171023","238","383","11.25","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",1,"983","554.74915","365","118.46114","0","0"
"171024","238","384","11.75","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",1,"854","556.25446","382","115.50003","0","0"
"171025","238","385","12.25","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"755","476.57138","319","99.26613","0","0"
"171026","238","386","12.75","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"739","407.8578","277","92.90486","0","0"
"171027","238","387","13.25","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"1084","570.01416","297","188.85233","0","0"
"171028","238","388","13.75","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"992","500.2661","206","192.50858","0","0"
"171029","238","389","14.25","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"734","420.05307","150","155.2651","0","0"
"171030","238","390","14.75","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"1012","551.19086","192","189.81122","0","0"
"171031","238","391","15.25","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"1077","645.4675","190","212.19286","0","0"
"171032","238","392","15.75","28.75","0.061728396","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"1119","600.2503","215","227.06921","0","0"
"171033","238","393","16.25","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"691","396.7064","235","100.14028","0","0"
"171034","238","394","16.75","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"770","451.9986","261","115.99323","0","0"
"171035","238","395","17.25","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",1,"761","439.7961","269","109.53499","0","0"
"171036","238","396","17.75","28.75","0.043209877","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"866","483.62167","264","155.78891","0","0"
"171037","238","397","18.25","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"678","409.15054","278","80.62632","0","0"
"171038","238","398","18.75","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"614","383.65195","254","72.1675","0","0"
"171039","238","399","19.25","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"840","494.28445","269","124.994286","0","0"
"171040","238","400","19.75","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"795","362.41638","186","112.755","0","0.32098764"
"171041","238","401","20.25","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"834","435.71777","174","157.64467","0","0"
"171042","238","402","20.75","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"1019","518.3945","201","219.68063","0","0"
"171043","238","403","21.25","28.75","0.018518519","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"827","389.10028","215","133.39192","0","0.16358025"
"171044","238","404","21.75","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"1291","645.5358","229","267.39102","0","0"
"171045","238","405","22.25","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"1504","1120.1614","520","211.04466","0","0"
"171046","238","406","22.75","28.75","0","6.7","6.7","6.7","0","170","170","170","0","2710.035",,"1283","653.79584","449","177.5491","0","0"
"171047","238","407","23.25","28.75","0","4","4","4","0","170","170","170","0","2710.035",,"1001","600.0925","437","113.96378","0","0"
"171048","238","408","23.75","28.75","0","4","4","4","0","170","170","170","0","2710.035",,"903","528.5553","391","101.451004","0","0"
"171049","238","409","24.25","28.75","0","4","4","4","0","170","170","170","0","2710.035",,"1902","1172.5612","426","384.4833","0","0"
"171050","238","410","24.75","28.75","0","4","4","4","0","170","170","170","0","2710.0308",,"2505","2061.3755","1456","228.7333","0","0"
"171051","238","411","25.25","28.75","0","1.8","1.8","1.8","0","293","293","293","0","2710.0405",,"2401","1533.5017","777","361.6676","0","0"
"171052","238","412","25.75","28.75","0","1.8","1.8","1.8","0","293","293","293","0","2710.035",,"1964","1282.21","589","346.9275","0","0"
"171053","238","413","26.25","28.75","0.058641974","1.8","1.8","1.8","0","293","293","293","0","2710.035",,"1658","807.0242","327","309.03503","0","0.16358025"
"171054","238","414","26.75","28.75","0.055555556","1.8","1.8","1.8","0","293","293","293","0","2710.035",,"992","571.18915","322","158.2088","0","0.40123457"
"171055","238","415","27.25","28.75","0","1.8","1.8","1.8","0","293","293","293","0","2710.035",,"1116","668.2378","378","174.2896","0","0"
"171056","238","416","27.75","28.75","0","3.6","1.9625","1.8","0.51584274","390","301.75696","293","27.798193","2710.035",,"1133","703.62445","357","215.98497","0","0"
"171057","238","417","28.25","28.75","0","3.6","2.3875","1.8","0.8440046","390","324.65973","293","45.48247","2710.035",,"1102","590.75806","294","201.00945","0","0"
"171058","238","418","28.75","28.75","0","3.6","2.9375","1.8","0.8680978","390","354.2986","293","46.780823","2710.035",,"947","529.2158","267","164.74332","0","0"
"171059","238","419","29.25","28.75","0","3.6","3.6","3.6","0","390","390","390","0","2710.035",,"662","313.89694","160","82.023315","0","0"
"171060","238","420","29.75","28.75","0","6.1","3.8949366","3.6","0.7411757","557","413.16455","390","57.594925","2710.035",,"810","404.33585","134","141.42943","0","0"
"171061","238","421","30.25","28.75","0",,,,,,,,,"2710.035",,"734","371.4253","39","162.10497","0","0"
"171062","238","422","30.75","28.75","40.907406","6.1","5.772","5.5","0.29869044","557","556.4533","556","0.49781746","2710.035",,"420","84.97222","0","88.84631","1.3703704","0.7407407"
"171063","238","423","31.25","28.75","0.8240741","6.1","5.75","4.7","0.6062178","557","491","293","114.31535","2710.035",,"737","239.02972","3","158.89272","0","0.20061728"
"171064","238","424","31.75","28.75","0","5","4.65","3.6","0.6062178","390","354","342","20.784609","2710.035",,"874","415.3572","56","235.4237","0","0"
"171065","238","425","32.25","28.75","0.0061728396","5","4.730769","4.7","0.09101667","342","298.02563","293","14.866047","2710.035",,"950","508.27026","119","207.67508","0","0"
"171066","238","426","32.75","28.75","0.0030864198","4.7","4.7","4.7","0","293","293","293","0","1572.4552",,"980","572.873","158","196.8716","0","42.709877"
"171067","238","427","33.25","28.75","0","1.1","1.1","1.1","0","223","223","223","0","1646.0597",,"592","360.80115","249","67.678185","0.22839506","41.839508"
"171068","238","428","33.75","28.75","0","1.1","1.1","1.1","0","223","223","223","0","2710.035",,"778","405.58835","248","101.93978","0","0"
"171069","238","429","34.25","28.75","0","1.1","1.1","1.1","0","223","223","223","0","2709.3354",,"609","398.49472","301","55.14244","0.015432099","0"
"171070","238","430","34.75","28.75","0","14.3","10.041936","1.1","6.1705217","240","234.51613","223","7.946884","1509.9667",,"854","520.08264","280","143.12878","0.015432099","42.197533"
"171071","238","431","35.25","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"1130","480.40445","196","205.07195","0","0"
"171072","238","432","35.75","28.75","0.033950616","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"824","369.6686","120","159.81369","0","0"
"171073","238","433","36.25","28.75","13.570988","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"770","251.43861","20","177.98236","0","0"
"171074","238","434","36.75","28.75","0.8796296","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"955","437.05554","20","189.88751","0","0"
"171075","238","435","37.25","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"1141","675.56775","180","240.22595","0","0"
"171076","238","436","37.75","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"1076","474.57028","163","207.55547","0","0"
"171077","238","437","38.25","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"1468","916.32306","253","262.97394","0","0"
"171078","238","438","38.75","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"1441","823.59863","356","261.22653","0","0"
"171079","238","439","39.25","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"1771","1051.3948","399","372.86526","0","0"
"171080","238","440","39.75","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"2301","1677.1833","975","297.87537","0","0"
"171081","238","441","40.25","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"2479","1662.7961","947","357.61935","0","0"
"171082","238","442","40.75","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"2698","2176.6917","1422","284.22925","0","0"
"171083","238","443","41.25","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"2502","2087.665","1475","203.91173","0","0"
"171084","238","444","41.75","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"2257","1551.0717","706","350.67706","0","0"
"171085","238","445","42.25","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"1239","642.37305","181","238.8245","0","0"
"171086","238","446","42.75","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"1487","961.3286","321","256.68506","0","0"
"171087","238","447","43.25","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"1071","539.75696","319","161.93445","0","0"
"171088","238","448","43.75","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"1043","559.5797","334","156.1981","0","0"
"171089","238","449","44.25","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"711","454.78473","259","98.93513","0","0"
"171090","238","450","44.75","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"731","336.6875","159","103.76541","0","0"
"171091","238","451","45.25","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"740","287.00833","74","139.35912","0","0"
"171092","238","452","45.75","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"522","181.0714","9","109.37656","0","0"
"171093","238","453","46.25","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"752","177.445","11","137.5044","0","0"
"171094","238","454","46.75","28.75","0","14.3","14.3","14.3","0","240","240","240","0","2710.035",,"1161","647.7022","104","295.20044","0","0"
"171095","238","455","47.25","28.75","0","14.3","14.26875","9.8","0.37369564","240","238.95833","90","12.456522","2709.8306",,"1140","464.62222","171","228.01451","0","0"
"171096","238","456","47.75","28.75","0.0062073246","14.3","10.70625","9.8","1.8046706","240","120.208336","90","60.155685","2710.035",,"599","186.69861","37","125.959854","0","0.0062073246"
"171097","238","457","48.25","28.75","0.083333336","14.3","10.337736","9.8","1.4450601","240","107.92453","90","48.16867","1764.8944",,"328","106.09889","27","66.18633","0.20987654","34.975307"
"171102","238","462","50.75","28.75","0.012345679","10.9","10.9","10.9","0","482","482","482","0","304.77075",,"149","36.045094","0","30.492432","0","89.74691"
"171103","238","463","51.25","28.75","0.6203704","10.9","10.9","10.9","0","482","482","482","0","2493.1882",,"715","208.21709","28","126.97196","0","8.398149"
"171104","238","464","51.75","28.75","0.505897","10.9","10.9","10.9","0","482","479.1875","437","10.892766","2710.035",,"950","382.82306","92","202.88016","0","0"
"171105","238","465","52.25","28.75","9.212963","10.9","10.9","10.9","0","482","438.875","437","8.992184","2710.035",,"1111","427.38196","12","288.32785","0","0"
"171106","238","466","52.75","28.75","10.098765","10.9","10.9","10.9","0","437","437","437","0","2710.035",,"692","167.5875","0","128.54243","0","0"
"171107","238","467","53.25","28.75","5.0744877","10.9","10.9","10.9","0","437","437","437","0","2710.035",,"490","185.24278","39","83.18133","0","0"
"171108","238","468","53.75","28.75","8.478395","10.9","10.9","10.9","0","437","437","437","0","2710.035",,"407","136.35611","0","84.71135","0","0"
"171109","238","469","54.25","28.75","16.410494","10.9","10.9","10.9","0","437","437","437","0","2710.035",,"385","139.01195","6","86.43056","0","0"
"171110","238","470","54.75","28.75","8.1882715","10.9","10.9","10.9","0","437","437","437","0","2710.035",,"543","150.6939","0","105.29192","0","0"
"171111","238","471","55.25","28.75","1.2253087","10.9","10.9","10.9","0","535","469.09027","437","37.527195","2710.035",,"637","313.8889","79","125.83652","0","0"
"171112","238","472","55.75","28.75","0.21604939","10.9","10.9","10.9","0","535","518.06946","512","10.137014","2710.035",,"575","224.04778","64","116.558784","0","0"
"171113","238","473","56.25","28.75","0.79012346","10.9","10.9","10.9","0","535","529.56946","512","9.767899","2710.035",,"641","284.44333","87","119.74027","0","0"
"171114","238","474","56.75","28.75","1.3117284","10.9","10.9","10.9","0","535","535","535","0","2710.035",,"600","270.79834","120","86.44341","0","0"
"171115","238","475","57.25","28.75","0.9722222","10.9","10.9","10.9","0","535","535","535","0","2710.035",,"547","208.53362","40","102.66476","0","0.2037037"
"171116","238","476","57.75","28.75","7.126543","10.9","10.9","10.9","0","535","535","535","0","2710.035",,"567","129.555","0","115.757095","0","0.0061728396"
"171117","238","477","58.25","28.75","2.4722223","10.9","10.9","10.9","0","535","535","535","0","2710.035",,"723","230.42111","19","135.5342","0","0"
"171118","238","478","58.75","28.75","3.6388888","10.9","10.9","10.9","0","744","536.4514","535","17.356087","2710.035",,"373","154.21278","28","72.1732","0","0"
